Title,Content,CreationDate,Score,Post(id),Author(id)
How to ask hyperref works only with href,"<p>How to ask <code>hyperref</code> works ONLY with <code>\url</code> and <code>\href</code> commands?</p>
",03/08/2011 20:40,5,589,960
Conversion pt to mm or cm,"<p>Is there any way how to convert <code>pt</code> to <code>mm</code> or <code>cm</code> in plain TeX?</p>
",06/12/2011 17:00,15,590,699
Caption below the figure and aligned with left side of figure,"<p>How do I get my caption below the figure  and at the same time aligned with left side of my figure?</p>
",07/04/2013 10:21,4,591,307
Is there a template available that allows easy publishing of poem book?,"<p>I would like to layout a professionally designed book containing poems. What template should I use?</p>
",26/07/2010 19:32,11,592,555
Is it possible to sagetex without Sage installation?,"<p>Is it possible to use sagetex without Sage installation if I have an account in the Sagemath Cloud?</p>
",30/01/2015 13:50,0,593,174
How to include image in background,"<p>When inserting a figure into a TeX document is there an easy way to make it appear behind the text?</p>
",31/01/2014 21:15,16,594,873
Numbering equations in LaTeX with hearts instead of parenthesis,"<p>Is it possible to encase numbers in hearts instead of parenthesis when my equations are enumerated?</p>
",16/09/2015 04:48,3,595,661
Article document class make subsection headings italic and remove boldface,"<p>How can I make only the subsection headings italic and remove boldface in article document class ? </p>
",11/12/2014 12:58,3,596,815
References at the end of each chapter,"<p>Is there a package or template I can use where I can put the references at the end of each chapter?</p>
",22/12/2016 02:50,8,597,391
Where to Download Dictionary Used by TeXnic Center?,"<p>The Dictionary that TeXnic Center uses to spell check is missing in my copy. How can I download it?</p>
",21/02/2020 20:10,0,598,644
How to get mathbb{1} to work in beamer? (or similar alternative),"<p>Idk why beamer thinks changing \mathbb{1} to what it does is a good idea, but how do I get it back?</p>
",16/04/2020 00:50,1,599,312
Changing baposter template font,"<p>I am using the baposter template and I want to change the font to Helvetica Neue. How can I do this?</p>
",27/10/2013 07:49,4,600,977
Is there a class for typesetting novels?,"<p>Is there a class for typesetting novels? <em>I know</em> it's trivial to you, but I really need one.</p>
",22/09/2012 09:28,9,601,965
Good (latex) package for typesetting bible quotations?,"<p>I'm in the market for a good package for typesetting quotations from the bible. Got any suggestions?</p>
",23/03/2011 22:19,12,602,846
Change the shape of a vertex using qtree,"<p>Using the QTree package, is it possible to add a shape to a node? For example, a square or a circle?</p>
",02/04/2011 07:49,1,603,551
How to define a starred version of an environment in LaTeX,"<p>I am interested in defining a new environment in LaTeX that has a starred version. How is this done?</p>
",23/05/2012 18:05,18,604,119
Include pdf pages in a latex document as appendix,"<p>I am writing a report and would like to include as appendix another document which is in pdf format.</p>
",05/08/2010 09:46,13,605,415
Suppress header on first page of section,"<p>I created a header using KOMA-Script. How can I suppress this header on the first page of a section?</p>
",08/10/2010 17:34,6,606,606
LaTeX -- specify font point size?,"<p>I want to use a font size other than the standard LaTeX list of tiny, huge, etc.  How can I do that?</p>
",29/12/2010 20:37,107,607,925
Section-wise Table of Contents for Articles,"<p>Is it possible to have a section-wise <em>Table of Contents</em> in the <code>article</code> class? </p>
",25/04/2015 04:38,2,608,656
Tikz arrow originating from a node going east,"<p>How I can I draw an arrow that originates from a circular node and goes east for a certain distance.</p>
",19/02/2014 12:11,1,609,528
How to make page numbers centered at the head of page,"<p>I want page numbers to be centered at the head of page. How can I do this?
Thanks for your helps...</p>
",10/03/2014 14:53,2,610,176
Is there a shortcut in LyX to exit ERT mode?,"<p>I know that C-l ENTERS ERT mode,  but my question is-
Is there a shortcut in LyX to EXIT ERT mode ?</p>
",14/05/2014 11:29,2,611,125
EOQ Inventory Model Diagram in tikz,"<p>Has anyone done the EOQ inventory model diagram using tikz? Can anyone please share the code for it.</p>
",20/10/2015 14:23,0,612,489
The first 9 days of the month as a string,"<p>Is there a way to show the first 9 days of the month as 01, 02, 03 etc. \the\day prints 1, 2, 3 etc.</p>
",01/12/2014 08:36,4,613,343
Changing color in math mode,"<p>If I want to write the symbols <code>$\iota_1\cdot \gamma$</code> in, say, red, how would I do that?</p>
",06/08/2016 15:28,1,614,570
Extracting theorems into images,"<p>Is it possible to automatically export all theorems to single files, say PNG or other image formats?</p>
",11/06/2018 20:51,2,615,741
Remove ISSN from elsarticle-num-names,"<p>I would like to remove the ISSN from my references when using elsarticle-num-names.</p>

<p>Thanks</p>
",22/11/2019 12:58,0,616,348
"If one has package-related documentation notes, where are those posted?","<p>Since they'd be something other than just MWE code examples, are those posted here or, say, on CTAN?</p>
",27/09/2018 17:52,1,617,33
"What are the differences between $...$, $$...$$, \(...\), and \[...\]?","<p>The title says it all. I haven't been able to find the answer yet, so any help would be appreciated.</p>
",17/01/2018 17:41,7,618,588
Use courier font in ALL text,"<p>I want to apply the courier font to ALL text in my LyX and Texmaker files, how can I do this? Thanks</p>
",02/03/2019 18:24,1,619,661
How to typeset converge in probability in lyx or latex?,"<p>I'm a new user for lyx, and I am wondering how you can put the <code>p</code> above that right arrow?</p>
",13/10/2012 09:54,7,620,698
How can I do this diagram with tikz?,"<p>How can I do this diagram with tikz?</p>

<p><img src=""https://i.stack.imgur.com/QIw1l.png"" alt=""""></p>
",11/07/2011 20:05,3,621,748
How can I draw a dot under a symbol in math mode?,"<p>I'm trying to find the equivalent to <code>\d</code> (or <code>\textsubdot</code>) for the math mode.</p>
",02/01/2012 15:18,11,622,788
Is there a good definition for highlighting PHP code in listings?,"<p>Does someone have a good definition for highlighting PHP code with the <code>listings</code> package?</p>
",01/05/2012 11:20,11,623,651
Where to find custom beamer themes,"<p>I don't like default beamer themes very much.</p>

<p>Where could I find some custom beamer themes?</p>
",23/11/2010 11:03,74,624,544
Need *.aux file in separate folder,"<p>When compiling with <code>pdflatex</code> we need the <code>*.aux</code> files in a separate folder. </p>
",17/12/2010 09:07,64,625,877
Underline entire line in algorithm2e,"<p>is there a way to underline entire line of code in algorithm2e? Including keywords like for each etc.</p>
",03/05/2015 18:41,1,626,878
How do I install MathTime Pro 2 on TexLive (Windows 8),"<p>Can someone kindly guide me how to install MathTime Pro 2 on TexLive? I am currently using Windows 8.</p>
",26/06/2015 20:26,2,627,159
What kind of a package is flafter?,"<p>I didn't find any reference to this package on CTAN. Is it a builtin? Does it have any documentation?</p>
",15/08/2015 19:19,4,628,117
Want vertical dash line in equation?,"<p>I Want vertical dashed line in equation without using of package <code>\usepackage{arydshln}</code>. </p>
",24/08/2015 16:30,0,629,16
"Typing the Pinyin third tone accent for character that denotes ""woman""","<p>Who knows how to type 女 in Pinyin, utilizing a LaTeX command?  That is curve tone and the two dots.</p>
",17/09/2014 00:08,2,630,19
Font size in the TEX typing box,"<p>I use the Texmaker compiler. I would like to know how do I increase the letter in the TEX typing box.</p>
",29/04/2020 02:34,0,631,569
Add comments to text,"<p>How is it possible to add comments in LaTeX and in the produced pdf show them with a different color?</p>
",15/05/2020 13:08,0,632,928
How can I insert a small image in a side note?,"<p>I want to insert small images in sidenotes.
Is it possible (everything seems to)?
How could I do it?</p>
",05/11/2012 17:29,2,633,246
Add word to TexMaker dictionary?,"<p>How can I add a word to the dictionary of TexMaker? I cannot see any options for this in the software.</p>
",27/11/2012 10:50,45,634,205
"How to say ""this is a good place for a page break""?","<p>How do I tell LaTeX, <em>""if you need to put a page break, this is a good place to put it""</em>&nbsp;?</p>
",08/12/2012 04:24,12,635,753
Suppress Fancy header and footer on first page only.,"<p>How to suppress the fancy header and footer on the first page? On other pages, they should be visible.</p>
",22/07/2011 07:47,35,636,675
Small (1cm) colored bar from top to bottom on left side of document title page?,"<p>How can I add a small (1cm) colored bar from top to bottom on the left side of my document title page?</p>
",22/07/2011 11:22,3,637,346
Compile to one picture per pages,"<p>I would like to compile one document so as that each page becomes one single picture. Is it-possible ?</p>
",10/03/2013 13:31,2,638,528
How do I get a equals sign under letters?,"<p>To show that a letter is a matrix my math book puts a equals sign under the letter.
How do I do this?</p>
",30/12/2011 13:57,7,639,400
How to write quotation marks in math environment?,"<p>How to use quotation marks in math mode? I need to get <code>\lim</code> with the quation marks above.</p>
",16/07/2012 17:49,18,640,672
What font package do I use to get the vertical Russian/German style integral signs?,"<p>What font package do I use to get the vertical Russian/German style integral signs? (subject says all)</p>
",04/08/2010 04:00,12,641,924
Left and right text in header without Fancyhdr,"<p>Is there a way to write a header with left- and right-aligned text without using the package Fancyhdr?</p>
",05/02/2015 11:58,1,642,227
Copying figure from Word to LaTeX,"<p>I have a figure drawn in Word. I would like to include this in my LaTeX document without redrawing it.</p>
",08/08/2015 17:40,3,643,561
How to print only odd-numbered solutions with ExSheets?,"<p>I want to have a section at the end of each chapter with the solutions of only odd-numbered questions.</p>
",13/12/2015 13:49,2,644,662
Boxed equation on the right and its verbatim on the left,"<p>How to write a verbatim form of an equation on the left and its output form on the right inside a box?</p>
",01/11/2014 15:11,2,645,749
Does most of the formatting remain intact when a standard thesis PDF is converted to Word?,"<p>Overall formatting of the PDF document which was built from LaTeX and then later converted to MS Word.</p>
",21/11/2014 03:27,0,646,90
How do I edit the symbol (a \star in the \box) by LaTeX?,"<p>In LaTeX there exists a symbol <code>$\boxplus$</code> but how do I type the symbol ""a star in a box""?</p>
",18/01/2016 14:30,0,647,554
Latex template for journal of advanced research Elsevier,"<p>Can anyone help me to download a latex manuscript template for journal of advanced research (Elsevier)</p>
",04/10/2017 07:58,0,648,400
Where is it defined in which folder TeXworks searches (and deletes) the utility files?,"<p>Where is it defined in which folder TeXworks searches (and deletes) the utility files like "".aux"" etc?</p>
",29/10/2017 18:39,0,649,105
Does Texstudio offer word complete feature?,"<p>I am using Texstudio with LaTex. To save typing time, does TexStudio offer auto word complete feature.</p>
",27/11/2016 13:18,2,650,946
How can I graph using tikz a curve like \frac{1}{sqrt{1-x^2}}?,"<p>I would appreciate it if someone could help me graph the function <code>\frac{1}{\sqrt{1-x^2}}</code>.</p>
",05/07/2019 17:11,1,651,935
Capacity exceeded error while using tikz package,"<p>Whenever I'm using tikz package as shown below it is showing that ""!Tex capacity exceeded. What to do?</p>
",25/08/2018 15:40,1,652,739
LaTeX Error: File `beamerbasemodes.sty' not found,"<p>! LaTeX Error: File `beamerbasemodes.sty' not found. I have this error in latex. How can I risolve it?</p>
",28/01/2018 20:27,1,653,897
I have four logo graphic image that I want to put in four different pages of my title slide. beamer presentation,"<p>I am trying to put four images in one title slide at four different places and not in one single line.</p>
",25/05/2019 07:24,0,654,910
Mathematical symbols- a thick bigger question mark,"<p>I would need to get in Beamer presentation a thick bigger question mark. How is it possible to make it?</p>
",26/08/2012 09:04,8,655,485
Text justification in mla-paper package,"<p>What command should I use to justify the entire text, both right and left, in mla-paper style package. </p>
",10/10/2011 07:57,2,656,97
Move page numbering to top left,"<p>I want the number of the page was at the top of the page and in the left corner. How do I achieve that?</p>
",19/04/2013 14:07,2,657,547
How to get dots in between equation and equation numbers with equation is centrally aligned?,"<p>Add dots between equation and equation numbers without changing the equation's default center position?</p>
",22/04/2013 17:18,0,658,670
How to install third-party modules for ConTeXt (MacTex distribution)?,"<p>I install MacTeX basic package and then install context by tlmgr. How do I install third-party modules?</p>
",27/03/2012 03:33,3,659,278
Biblatex url in new line,"<p>How do I force biblatex to print a url in a new line? I'm using biblatex with bibtex8.</p>

<p>greetz</p>
",27/06/2013 14:13,0,660,869
Is there a simple way to draw a straight line from one coffin handle to another?,"<p>I want to know whether there is a simple way to draw a straight line from one coffin handle to another.</p>
",30/05/2012 20:17,7,661,336
Equations numbers are in the left side,"<p>How do I change the equation numbering to appear in the right, instead of the left default side in Lyx?</p>
",26/09/2013 16:20,2,662,606
How to reference an Annex,"<p>How to reference an Annex (A)?</p>

<p>I've tried <code>\ref{Annex A}</code>, but this wouldn't work.</p>
",12/04/2014 08:12,0,663,608
Which package defines \smash?,"<p>I sometimes see <code>\smash</code> used to control local vertical alignment. Which package defines it?</p>
",16/04/2014 07:23,17,664,345
How to align section heading left with revtex4-1,"<p>I am using <code>revtex4-1</code> and section headings are aligned in the center. How do I modify this?</p>
",29/04/2014 15:03,2,665,791
Ukrainian language support in ConTeXt,"<p>Are there any possibilities to write Ukrainian texts in the ConTeXt system?
What do I need to do this?</p>
",17/07/2014 19:02,1,666,97
pythontex - How to choose the version of Python used?,"<p>I have two versions. How can I tell to pythontex the path to the Python3 to be used if it is possible ?</p>
",23/08/2014 08:16,8,667,881
How to generate a PDF/A with TexStudio?,"<p>I need to generate a PDF/A format with TexStudio, is it possible ? Should I use other ide to do that ? </p>
",10/12/2015 10:24,2,668,621
How to write resume (CV),"<p>I'm a fresh graduate student, and I want to write a resume using Latex, what is the best way to do it ?</p>
",16/11/2014 17:21,1,669,953
"Using mathematical symbols alpha, beta, implies in latex","<p>How can I use the mathematical symbols like alpha, beta, implies and many more symbols in the tex file?</p>
",10/12/2014 15:53,8,670,576
Drawing a graph with tikz,"<p>How would one draw a f(x)=1/x graph in tikz?</p>

<p>Any help would be really appreciated, thank you!</p>
",19/03/2017 15:32,2,671,363
How to hide percent complete in the progress bar of pgfgantt,"<p>The percent complete is already shown in the color area. Is there a way to remove the text description?</p>
",24/09/2016 14:04,2,672,291
TeXstudio output in chrome after compile,"<p>i do not have pdf reader installed. i want my output in chrome after compiling my program in TeXstudio.</p>
",04/12/2017 12:49,-1,673,182
generate 100 pages document with consecutive numbers,"<p>I need to generate a 100 pages document with only 1 number per page starting from 1 till 100. Any idea?</p>
",12/04/2018 09:53,5,674,286
How do I resolve an error of this form (\cftchapleader undefined. \renewcommand{\cftchapleader}),"<p>I am working on a thesis proposal using a predefined Tex style and I get this error each time i compile</p>
",14/08/2019 11:01,0,675,421
Packages - where is the file?,"<p>Where are packages stored in computer (linux)? I can't find it in folders. I would like to send a file.</p>
",02/09/2019 12:51,1,676,356
"How to create underlined titles of parts, sections,","<p>I'm using <code>titlesec</code> and I want to know if there is a way to make the titles with underline.</p>
",09/06/2018 20:19,0,677,949
How do I type an expression with decimal in math-mode?,"<p>I want</p>

<blockquote>
  <p>slope = 0.0021</p>
</blockquote>

<p>How do I do this in math-mode?</p>
",27/11/2019 05:36,0,678,905
How can I write upside down real numbers symbol ($\mathbb{R}$)?,"<p>How can I write <code>$\mathbb{R}$</code> upside down? And, in general, <code>\mathbb</code> letters...</p>
",30/10/2018 15:03,5,679,236
Overleaf's shortcut to go from code to PDF viewer,"<p>I didn't find a keyboard shortcut to go from code to PDF viewer in Overleaf's full mode. Is there any? </p>
",03/05/2019 18:30,4,680,602
How to get bigger font size in \documentclass{standalone}?,"<p>The fontsize \Huge is small relatively to the image I am writting on. How can I increase the font size?</p>
",11/04/2020 10:56,0,681,194
What length does font size refer to?,"<p>What exactly is the size of a font?  Is there a certain length that must always be 10pt in a 10pt font?</p>
",27/06/2020 12:07,3,682,230
How do I change footnote in Beamer?,"<p>I would like to change footnote sign letter to numbers in my Beamer presentation. How can I achive this?</p>
",26/08/2012 18:39,6,683,270
How to represent tic tac toe table in Latex?,"<p>Hi all I need numbers from 1.... 8 as below in a table.</p>

<pre><code>0 1 2
3 4 5
6 7 8
</code></pre>
",08/09/2012 23:59,9,684,928
How to represent this superscript?,"<p>I am trying to write this command below but it doesnt work.</p>

<pre><code>$$\triangle$^m$
</code></pre>
",09/09/2012 05:18,-1,685,335
Is it possible to use \begin{align} in an inline math mode with \displaystyle?,"<p>Is it possible to use <code>\begin{align}</code> in an inline math mode with <code>\displaystyle</code>?</p>
",08/01/2011 17:48,8,686,126
Why does \fbox sometimes place the box *over* the graphic image?,"<p>If I scale the graphic by, say 2.0, I can see the graphic poking out from behind the <code>\fbox</code>.</p>
",16/09/2011 14:26,4,687,397
Forcing new line after item number in enumerate environment,"<p>How can I force the text of an <code>enumerate</code> item to start on a new line below the item number?</p>
",25/09/2011 23:33,19,688,703
Horizontal line of custom length like an —,"<p>Is there a way to get a custom-length horizontal line that appears like a ""longer em-dash"", if you will?</p>
",20/12/2011 18:29,13,689,938
How do we install additional fonts for xepersian on MiKTeX 2.9 Win XP/Win 7,"<p>I want to install  several fonts such as
IranNastaliq
Niloofar
and several others.
How is this done?</p>
",27/02/2012 15:26,2,690,105
Highlighting a .diff file,"<p>Is there a way to highlight the syntax of a diff file (i.e. by using the <code>listings</code> package)?</p>
",31/03/2012 10:11,21,691,427
Clipart images for LaTeX?,"<p>Is there any public bank of clipart images in Tikz / PSTrics, much like those found in tools like Visio?</p>
",05/04/2012 15:53,2,692,618
"Is it possible to download TeX Live in a separate, single file?","<p>Installation through the internet is so harsh...</p>

<p>For example, is there a torrent for TeX Live?</p>
",14/07/2012 06:32,6,693,561
How can I contribute to CTAN?,"<p>I have created a template and some macros that I would like to share. How can I contribute them to CTAN?</p>
",03/08/2010 00:35,56,694,322
After MacTeX manual update how should I remove the old one?,"<p>MacTeX 2014 is installed on OS X. But how can I remove the old one? Or is it automatically overwritten? </p>
",29/01/2015 09:11,9,695,294
Can one redefine `$$` by `\[ ... \]`?,"<p>Regardless of the purpose, I wonder whether one can redefine <code>$$</code> by <code>\[ ... \]</code>? </p>
",25/06/2015 04:32,3,696,851
Footnote in LaTeX master document,"<p>How can create a footnote in the LaTeX master document which will appear on all pages of the pdf output?</p>
",28/07/2015 10:46,1,697,37
How uninstall TeXLive 2013 under Windows 8?,"<p>How does one uninstall the previous version (2013) of TeXLive under Windows (Windows 8, to be specific).</p>
",18/06/2014 19:02,7,698,536
Sorting bibliography by year,"<p>Is there a package to sort a bibliography by date and not by author?  I cannot find a definitive answer.</p>
",13/12/2014 03:27,2,699,833
"How to insert the letters Ɵ , Ƣ , Ə , ʐ , Қ and Ң","<p>To print Ɵ , Ƣ , Ə , ʐ , Қ and Ң letters, which package and which control sequences should I use? </p>
",09/03/2017 09:29,0,700,179
How to use \s16o2 as a newcommand in latex and bibtex?,"<p>I would like to use the \s16o2 newcommand for S$^{16}$O$_2$. How to define it? Thank you for your help! </p>
",26/04/2017 07:48,0,701,207
Symbol for the relation of divisibility,"<p>How to write '$a$ is divisible by $b$' in a Latex formula? The symbol \vdots does not look satisfactory.</p>
",19/06/2016 13:36,0,702,822
Is there a \subseteqless command?,"<p>Is there a \subseteqless command? I mean something like \gtreqqless. If not, how can I define it myself.</p>
",19/11/2017 14:11,2,703,120
how to put a semi circle on integral sign in mathmode?,"<p>I want to make a semicircle on integral sign like \ointclockwise for path integral.  hope you can help. </p>
",11/08/2018 01:19,2,704,983
How to compile a LaTeX file in WinEdt 6,"<p>I downloaded WinEdt 6 but I do not know how to compile and run the file as compiled in previous versions.</p>
",23/10/2013 10:17,3,705,51
Show clock in beamer presentation,"<p>Is there any possibility to add a <code>clock</code> to be shown in each slide using <code>beamer</code>?</p>
",18/11/2013 19:53,6,706,490
Manual for chemistry and system biology?,"<p>Does anyone know if there exist a Latex manual with focuses on chemistry and perhaps also system biology?</p>
",16/09/2012 15:10,3,707,68
Political map in LaTeX,"<p>Is there a package that can be used to make political maps in LaTeX? Like a world map or a map of Europe?</p>
",11/03/2011 11:52,17,708,290
TeXing special japanese characters,"<p>I want to TeX the Japanese characters 因子の部屋 (lit. ""factor rooms""). How do I do that with LaTeX?</p>
",15/10/2011 20:52,5,709,358
How do I add a caption to a diagram generated with qtree?,"<p>I have a diagram that I created with qtree, but would like to add a caption to it. How can this be done? </p>
",08/03/2013 20:03,2,710,305
"""Chapter"" before chapter number in Tufte classes","<p>Is there a way to insert usual ""Chapter"" before chapter number in Tufte classes, such as ""Chapter 1"" etc?</p>
",10/03/2013 12:46,1,711,740
How to control the back address ident and remove the sender address in scrlttr2,"<p>I'd like to remove the box which holds the sender data and only have the backaddress.
Is this possible ?</p>
",06/02/2012 22:00,5,712,760
Symbol or image behind heading,"<p>I would like to insert/embed symbols/images behind a heading.</p>

<p>Do you know, if that can be done?</p>
",15/08/2013 20:17,5,713,902
How to put \smallsmile or \smallfrown on top of a letter,"<p>I would like to have a <code>\smallsmile</code> on top of a letter ""T"". Is there a way this can be done? </p>
",17/08/2013 06:26,5,714,61
"Where is the tikz library named ""quotes""?","<p>I noticed it was mentioned a couple of times on this site, but I could not find any documentation for it.</p>
",16/01/2014 22:56,5,715,262
Installing new package in TeXstudio,"<p>How to install a new package in TeXstudio?
Spesifically I want to install TikZ package to draw automata.</p>
",11/04/2014 08:18,1,716,629
Is there any programming language similar to TeX?,"<p>I know nothing about programming, so TeXMaker's pseudo-WYSIWYG reminded me of a stereotypical programmer.</p>
",03/08/2015 01:02,2,717,376
Chapter/Section title in header without numbering,"<p>I want to have chapter and subsection in the headings of my document. but the numbering should not exist.</p>
",05/07/2014 06:01,0,718,735
First package for typesetting commutative diagrams,"<p>What was the first package for typesetting commutative diagrams in Latex and when was it made available? </p>
",01/08/2014 08:07,5,719,449
Graph drawing -Latex (Texlipse),"<p>I have to draw Graph and it is my first time, I don't really know how to begin... what do you advice me ?</p>
",07/03/2016 16:57,1,720,849
How to use subfigure to make the following table of figures,"<p>|Fig A| FigC|</p>

<p>|Fig B|   - |</p>

<p>FigC should span the entire column. Thanks for the help. </p>
",02/04/2016 18:42,1,721,560
"Is it possible to type out the Chinese quotation marks ""「 」"" within a math environment?","<p>I wonder if it is possible to type out the Chinese quotation marks ""「 」"" within a math environment?  </p>
",22/07/2017 14:05,2,722,630
Graphic as clickable link without ERT,"<p>In LyX, is it possible to make a graphic (e.g. PNG or PDF) a clickable link (URL) without the use of ERT?</p>
",16/04/2018 03:30,2,723,288
How to change the chapter name from Chapter to Module in Memoir documentclass?,"<p>I want chapter name Chapter to be replaced by Module in Memoir document. Any suggestions to achieve this.</p>
",27/08/2019 13:28,0,724,572
How can I put an image on a slides title page?,"<p>How can I put an image (a jpg file) on the title page in the slides documentclass? I am NOT using Beamer.</p>
",24/11/2019 21:52,0,725,488
Enderton's tautologically equivalent symbol,"<p>How does not get the <code>$\vDash$</code> flipped to obtain Enderton's tautologically equivalent symbol?</p>
",22/01/2019 04:42,0,726,476
Apply the same content on all the frame of a beamer,"<p>Is there a way to apply the same content (image or text) to every frame of a beamer ?
Thanks by advance.</p>
",03/06/2019 12:01,1,727,219
How to make a shortcut for \mathbb font in LyX?,"<p>I want to make a shortcut for the <code>\mathbb</code> font (or other fonts) in LyX.<br>
How can I do it?</p>
",08/12/2013 17:09,6,728,440
How to view Latex compiler error messages using Lyx?,"<p>I do not seem to find how to view the latex error messages when I use ""View DVI"" or ""Export to PDF"", etc. </p>
",06/04/2011 22:57,6,729,804
How to typeset large numbers,"<p>I need to typeset some very large numbers that span a number of lines, is there a way in LaTeX to do this?</p>
",15/04/2011 19:15,37,730,120
How to place the figures in LaTeX document?,"<p>Although I am putting the figures after some subsection, they do not appear in which I am putting in them.</p>
",27/05/2011 17:26,3,731,544
Can we convert DVI or PostScript into TeX?,"<p>Basically that is the question - if we have a DVI file can we get on the base on it the original TeX file?</p>
",04/03/2012 17:32,9,732,200
Is there an automatic process to create index creation?,"<p>Certainly, there must be some way to somewhat create a list of words suggested to be included in an index.</p>
",03/08/2010 00:44,21,733,855
How do I convert HTML to LaTeX?,"<p>I would like a way to convert a document from HTML to LaTeX on a Windows platform. What is my best option?</p>
",14/09/2010 18:12,71,734,14
Background color of cells in ConTeXt,"<p>I'd like to set the background colors for cells to indicate their relations. How can I do this in ConTeXt?</p>
",14/11/2010 20:24,5,735,203
How display the href link in the footnote?,"<p>My document has several <code>\href</code> that I would like to be shown on the footnote. How can I do it?</p>
",23/11/2010 03:53,26,736,930
How to draw graph of logarithm function?,"<p>I can draw polynomials using Tikz in Latex but I am not able to draw graphs of logarithms,exponential etc.</p>
",02/11/2015 17:19,1,737,889
Color in between lines - table,"<p>I wanna make a table with colors. How I do a table with colors that only the interleaved lines have color?</p>
",10/04/2016 01:41,0,738,810
How to put a no-filled box around a paragraph,"<p>I want to emphasize a certain part of a document by putting a box around it. Any help is much appreciated.</p>
",17/06/2017 15:09,1,739,34
"How to explicitly set ""justify"" for paragraph?","<p>Is there a way to explicitly set ""justify"" for paragraph in latex or xelatex?
(some tricks or packages??)</p>
",30/07/2017 13:10,0,740,492
what is the code if I want to say that x is an element of the real number system in LaTeX using notation?,"<p>what is the code if I want to say that x is an element of the real number system in LaTeX using notation. </p>
",10/09/2019 23:17,0,741,764
"How to cite author "" Koffi et al. 2019"" for more than two author using biblatex?","<p>I am looking for possibility to cite author "" Koffi et al. 2019"" for more than two author using Biblatex. </p>
",04/11/2019 13:42,0,742,449
How to build table using MathJax?,"<p>I am a beginner. I am trying to build a table using math Jax but it can't compile. how can I add a table? </p>
",11/08/2018 18:19,1,743,446
New line in math mode with two dollars,"<p>Is there a way to got a new line in math mode with two dollars  $$ ... $$ ? </p>

<p>Thanks in advance. </p>
",16/12/2019 17:46,1,744,222
How to make covington glossed examples not italic?,"<p>I'm using glosses in LyX and this makes the first line italic by different. Is there a way to change this?</p>
",13/01/2018 10:25,0,745,15
How can I both decrease image width with 50% and increase its height to 150%?,"<p>I've tried to use scale, but it doesn't work in this case. Have you guys any idea how can I achieve this? </p>
",15/03/2020 13:51,0,746,477
How do I write the command to give 10^100 in LaTeX?,"<p>I am confused as to how write 10^100 in LaTeX, I tried $10^100$ but it's not correct, how do I solve this?</p>
",19/05/2020 08:53,1,747,840
Diagonal separator in table corner in ConTeXt,"<p>How can one create a diagonal separator in a table corner in ConTeXt (like the package slashbox for LaTeX)?</p>
",01/03/2011 05:07,3,748,495
How to suppress overfull hbox warnings up to some maximum?,"<p>I want LaTeX not to give warnings for overfull hboxes up to some maximum of say 2 pts. How to achieve this?</p>
",17/03/2011 10:01,32,749,54
How can i set the width of a table?,"<p>How can i set the minimum width of a table?  I want to have a series of tables that are all the same width?</p>
",27/04/2011 17:03,23,750,120
Change beamer theme mid document,"<p>Is it possible to change beamer theme mid document or do you have to make two pdfs and stick them together?</p>
",02/07/2011 16:07,4,751,651
Looking for an \ignorespacesandpars,"<p>Is there an analogue of <code>\ignorespaces</code> which will also ignore the following <code>\par</code>s?</p>
",15/07/2011 02:23,10,752,692
What are the differences between verb and verbatim?,"<p>What are the differences between <code>verb</code> and <code>verbatim</code>? Other than syntax, of course.</p>
",11/12/2012 17:56,4,753,482
Centering clrscode3e codebox horizontally,"<p>How can I center a <code>codebox</code> (from <code>clrscode3e</code> package) horizontally in a document ?</p>
",01/12/2011 06:03,3,754,134
TeXmaker for plain TeX,"<p>Sorry if this has already been asked, but, if there is something similar like this TeXmaker for plain TeX? </p>
",18/03/2013 16:19,6,755,658
Automatically add braces after underscore or caret in TeXnicCenter?,"<p>Is there any option for adding automatically braces after <code>_</code> or <code>^</code> in TeXnicCenter?</p>
",07/07/2013 19:37,3,756,628
"how to get the current chapter name, section name, subsection name, etc?","<p>How can one get the current name of the following: Chapter, Section, Subsection(s), frame, label, mdframed?</p>
",05/07/2012 03:52,39,757,764
Automatic file backup in Texstudio,"<p>Is it possible to set up Texstudio such that it makes a backup of each LaTeX file it opens before any edit?</p>
",04/09/2013 05:52,3,758,788
how do you fix the list of references at the end of article so that they are (#) rather than [# ]?,"<p>How do I fix the list of references at the end of an article so that they appear as
 (1) rather than [1]? </p>
",18/03/2015 18:16,0,759,639
how understand my variable is vacuum in use of \ifx?,"<p>I want use <code>\ifx</code> and do some thing if my variable<code>\myvariable</code>is vacuum . how do it?</p>
",11/05/2015 19:12,0,760,170
Cannot install \usepackage{url},"<p>Can you just guide me out with how to install package from the MiKTeX Package Manager. I cannot install it.</p>
",07/03/2014 22:00,0,761,964
Is there a way I can use Tahoma font from Microsoft in latex?,"<p>Googling the question yields many posts but no definite answer. Is there a way to use Tahoma font in latex?</p>
",13/03/2014 11:40,2,762,694
Font size text citations and footnotes,"<p>how can I set out text citations 11pt and footnotes 10pt with ""arsclassica""?</p>

<p>Thanks for your help</p>
",17/08/2015 14:48,0,763,442
Is it better to write the subscript or the superscript first (e.g. x_a^i vs x^i_a)?,"<p>Is it better to write subscripts or superscripts first (e.g. <code>$x_a^i$</code> vs <code>$x^i_a$</code>)?</p>
",02/10/2015 19:57,8,764,861
